Text,Emotion
im just feeling seriously pissed off at myself for doing something fantabulous but utterly stupid,anger
i am excited i hope they will be a it more personal with us and i wont feel like i am being rushed in and out,anger
when my mother kept me in leadingstrings,anger
i get home i laze around in my pajamas feeling grouchy,anger
i feel everything around me is fucked everyone around me is falling to pieces,anger
i feel extremely insulted,anger
i cant help feeling mad at this man,anger
i just want to show them that i can take care of myself and i feel wronged by staying with them,anger
i went ahead and did the shooting afterwards a few of the guys asked me to go out for drinks and i agreed i knew i should have rang you tried to work things out with you but i was angry and feeling stubborn,anger
ive been comfort eating because im still feeling rubbish and i havent bothered to log most of it so theres no point checking on my food log yeah i know some of you do that,anger
i feel like how i m pissed that i have to spend an entire extra year in school because of stupid biochem,anger
i did see some things that i would never have done myself for the movie adaption but feel that if i did not read the book it would not have bothered me,anger
